lambda,size
0.716998,1
0.716999,1
0.717,1
0.717001,1
0.717002,1
0.717003,1
0.717004,1
0.717005,1
0.717006,1
0.717007,1
0.717008,1
0.717009,1
0.71701,1
0.717011,1
0.717012,1
0.717013,1
0.717014,1
0.717015,1
0.717016,1
0.717017,1
0.717018,1
0.717019,1
0.71702,1
0.717021,1
0.717022,1
0.717023,1
0.717024,1
0.717025,1
0.717026,1
0.717027,1
0.717028,1
0.717029,1
0.71703,1
0.717031,1
0.717032,1
0.717033,1
0.717034,1
0.717035,1
0.717036,1
0.717037,1
0.717038,1
0.717039,1
0.71704,1
0.717041,1
0.717042,1
0.717043,1
0.717044,1
0.717045,1
0.717046,1
0.717047,1
0.717048,1
0.717049,1
0.71705,1
0.717051,1
0.717052,1
0.717053,1
0.717054,1
0.717055,1
0.717056,1
0.717057,1
0.717058,1
0.717059,1
0.71706,1
0.717061,1
0.717062,1
0.717063,1
0.717064,1
0.717065,1
0.717066,1
0.717067,1
0.717068,1
0.717069,1
0.71707,1
0.717071,1
0.717072,1
0.717073,1
0.717074,1
0.717075,1
0.717076,1
0.717077,1
0.717078,1
0.717079,1
0.71708,1
0.717081,1
0.717082,1
0.717083,1
0.717084,1
0.717085,1
0.717086,1
0.717087,1
0.717088,1
0.717089,1
0.71709,1
0.717091,1
0.717092,1
0.717093,1
0.717094,1
0.717095,1
0.717096,1
0.717097,1
0.717098,1
0.717099,1
0.7171,1
0.717101,1
0.717102,1
0.717103,1
0.717104,1
0.717105,1
0.717106,1
0.717107,1
0.717108,1
0.717109,1
0.71711,1
0.717111,1
0.717112,1
0.717113,1
0.717114,1
0.717115,1
0.717116,1
0.717117,1
0.717118,1
0.717119,1
0.71712,1
0.717121,1
0.717122,1
0.717123,1
0.717124,1
0.717125,1
0.717126,1
0.717127,1
0.717128,1
0.717129,1
0.71713,1
0.717131,1
0.717132,1
0.717133,1
0.717134,1
0.717135,1
0.717136,1
0.717137,1
0.717138,1
0.717139,1
0.71714,1
0.717141,1
0.717142,1
0.717143,1
0.717144,1
0.717145,1
0.717146,1
0.717147,1
0.717148,1
0.717149,1
0.71715,1
0.717151,1
0.717152,1
0.717153,1
0.717154,1
0.717155,1
0.717156,1
0.717157,1
0.717158,1
0.717159,1
0.71716,1
0.717161,1
0.717162,1
0.717163,1
0.717164,1
0.717165,1
0.717166,1
0.717167,1
0.717168,1
0.717169,1
0.71717,1
0.717171,1
0.717172,1
0.717173,1
0.717174,1
0.717175,1
0.717176,1
0.717177,1
0.717178,1
0.717179,1
0.71718,1
0.717181,1
0.717182,1
0.717183,1
0.717184,1
0.717185,1
0.717186,1
0.717187,1
0.717188,1
0.717189,1
0.71719,1
0.717191,1
0.717192,1
0.717193,1
0.717194,1
0.717195,1
0.717196,1
0.717197,1
0.717198,1
0.717199,1
0.7172,1
0.717201,1
0.717202,1
0.717203,1
0.717204,1
0.717205,1
0.717206,1
0.717207,1
0.717208,1
0.717209,1
0.71721,1
0.717211,1
0.717212,1
0.717213,1
0.717214,1
0.717215,1
0.717216,1
0.717217,1
0.717218,1
0.717219,1
0.71722,1
0.717221,1
0.717222,1
0.717223,1
0.717224,1
0.717225,1
0.717226,1
0.717227,1
0.717228,1
0.717229,1
0.71723,1
0.717231,1
0.717232,1
0.717233,1
0.717234,1
0.717235,1
0.717236,1
0.717237,1
0.717238,1
0.717239,1
0.71724,1
0.717241,1
0.717242,1
0.717243,1
0.717244,1
0.717245,1
0.717246,1
0.717247,1
0.717248,1
0.717249,1
0.71725,1
0.717251,1
0.717252,1
0.717253,1
0.717254,1
0.717255,1
0.717256,1
0.717257,1
0.717258,1
0.717259,1
0.71726,1
0.717261,1
0.717262,1
0.717263,1
0.717264,1
0.717265,1
0.717266,1
0.717267,1
0.717268,1
0.717269,1
0.71727,1
0.717271,1
0.717272,1
0.717273,1
0.717274,1
0.717275,1
0.717276,1
0.717277,1
0.717278,1
0.717279,1
0.71728,1
0.717281,1
0.717282,1
0.717283,1
0.717284,1
0.717285,1
0.717286,1
0.717287,1
0.717288,1
0.717289,1
0.71729,1
0.717291,1
0.717292,1
0.717293,1
0.717294,1
0.717295,1
0.717296,1
0.717297,1
0.717298,1
0.717299,1
0.7173,1
0.717301,1
0.717302,1
0.717303,1
0.717304,1
0.717305,1
0.717306,1
0.717307,1
0.717308,1
0.717309,1
0.71731,1
0.717311,1
0.717312,1
0.717313,1
0.717314,1
0.717315,1
0.717316,1
0.717317,1
0.717318,1
0.717319,1
0.71732,1
0.717321,1
0.717322,1
0.717323,1
0.717324,1
0.717325,1
0.717326,1
0.717327,1
0.717328,1
0.717329,1
0.71733,1
0.717331,1
0.717332,1
0.717333,1
0.717334,1
0.717335,1
0.717336,1
0.717337,1
0.717338,1
0.717339,1
0.71734,1
0.717341,1
0.717342,1
0.717343,1
0.717344,1
0.717345,1
0.717346,1
0.717347,1
0.717348,1
0.717349,1
0.71735,1
0.717351,1
0.717352,1
0.717353,1
0.717354,1
0.717355,1
0.717356,1
0.717357,1
0.717358,1
0.717359,1
0.71736,1
0.717361,1
0.717362,1
0.717363,1
0.717364,1
0.717365,1
0.717366,1
0.717367,1
0.717368,1
0.717369,1
0.71737,1
0.717371,1
0.717372,1
0.717373,1
0.717374,1
0.717375,1
0.717376,1
0.717377,1
0.717378,1
0.717379,1
0.71738,1
0.717381,1
0.717382,1
0.717383,1
0.717384,1
0.717385,1
0.717386,1
0.717387,1
0.717388,1
0.717389,1
0.71739,1
0.717391,1
0.717392,1
0.717393,1
0.717394,1
0.717395,1
0.717396,1
0.717397,1
0.717398,1
0.717399,1
0.7174,1
0.717401,1
0.717402,1
0.717403,1
0.717404,1
0.717405,1
0.717406,1
0.717407,1
0.717408,1
0.717409,1
0.71741,1
0.717411,1
0.717412,1
0.717413,1
0.717414,1
0.717415,1
0.717416,1
0.717417,1
0.717418,1
0.717419,1
0.71742,1
0.717421,1
0.717422,1
0.717423,1
0.717424,1
0.717425,1
0.717426,1
0.717427,1
0.717428,1
0.717429,1
0.71743,1
0.717431,1
0.717432,1
0.717433,1
0.717434,1
0.717435,1
0.717436,1
0.717437,1
0.717438,1
0.717439,1
0.71744,1
0.717441,1
0.717442,1
0.717443,1
0.717444,1
0.717445,1
0.717446,1
0.717447,1
0.717448,1
0.717449,1
0.71745,1
0.717451,1
0.717452,1
0.717453,1
0.717454,1
0.717455,1
0.717456,1
0.717457,1
0.717458,1
0.717459,1
0.71746,1
0.717461,1
0.717462,1
0.717463,1
0.717464,1
0.717465,1
0.717466,1
0.717467,1
0.717468,1
0.717469,1
0.71747,1
0.717471,1
0.717472,1
0.717473,1
0.717474,1
0.717475,1
0.717476,1
0.717477,1
0.717478,1
0.717479,1
0.71748,1
0.717481,1
0.717482,1
0.717483,1
0.717484,1
0.717485,1
0.717486,1
0.717487,1
0.717488,1
0.717489,1
0.71749,1
0.717491,1
0.717492,1
0.717493,1
0.717494,1
0.717495,1
0.717496,1
0.717497,1
0.717498,1
0.717499,1
0.7175,1
0.717501,1
0.717502,1
0.717503,1
0.717504,1
0.717505,1
0.717506,1
0.717507,1
0.717508,1
0.717509,1
0.71751,1
0.717511,1
0.717512,1
0.717513,1
0.717514,1
0.717515,1
0.717516,1
0.717517,1
0.717518,1
0.717519,1
0.71752,1
0.717521,1
0.717522,1
0.717523,1
0.717524,1
0.717525,1
0.717526,1
0.717527,1
0.717528,1
0.717529,1
0.71753,1
0.717531,1
0.717532,1
0.717533,1
0.717534,1
0.717535,1
0.717536,1
0.717537,1
0.717538,1
0.717539,1
0.71754,1
0.717541,1
0.717542,1
0.717543,1
0.717544,1
0.717545,1
0.717546,1
0.717547,1
0.717548,1
0.717549,1
0.71755,1
0.717551,1
0.717552,1
0.717553,1
0.717554,1
0.717555,1
0.717556,1
0.717557,1
0.717558,1
0.717559,1
0.71756,1
0.717561,1
0.717562,1
0.717563,1
0.717564,1
0.717565,1
0.717566,1
0.717567,1
0.717568,1
0.717569,1
0.71757,1
0.717571,1
0.717572,1
0.717573,1
0.717574,1
0.717575,1
0.717576,1
0.717577,1
0.717578,1
0.717579,1
0.71758,1
0.717581,1
0.717582,1
0.717583,1
0.717584,1
0.717585,1
0.717586,1
0.717587,1
0.717588,1
0.717589,1
0.71759,1
0.717591,1
0.717592,1
0.717593,1
0.717594,1
0.717595,1
0.717596,1
0.717597,1
0.717598,1
0.717599,1
0.7176,1
0.717601,1
0.717602,1
0.717603,1
0.717604,1
0.717605,1
0.717606,1
0.717607,1
0.717608,1
0.717609,1
0.71761,1
0.717611,1
0.717612,1
0.717613,1
0.717614,1
0.717615,1
0.717616,1
0.717617,1
0.717618,1
0.717619,1
0.71762,1
0.717621,1
0.717622,1
0.717623,1
0.717624,1
0.717625,1
0.717626,1
0.717627,1
0.717628,1
0.717629,1
0.71763,1
0.717631,1
0.717632,1
0.717633,1
0.717634,1
0.717635,1
0.717636,1
0.717637,1
0.717638,1
0.717639,1
0.71764,1
0.717641,1
0.717642,1
0.717643,1
0.717644,1
0.717645,1
0.717646,1
0.717647,1
0.717648,1
0.717649,1
0.71765,1
0.717651,1
0.717652,1
0.717653,1
0.717654,1
0.717655,1
0.717656,1
0.717657,1
0.717658,1
0.717659,1
0.71766,1
0.717661,1
0.717662,1
0.717663,1
0.717664,1
0.717665,1
0.717666,1
0.717667,1
0.717668,1
0.717669,1
0.71767,1
0.717671,1
0.717672,1
0.717673,1
0.717674,1
0.717675,1
0.717676,1
0.717677,1
0.717678,1
0.717679,1
0.71768,1
0.717681,1
0.717682,1
0.717683,1
0.717684,1
0.717685,1
0.717686,1
0.717687,1
0.717688,1
0.717689,1
0.71769,1
0.717691,1
0.717692,1
0.717693,1
0.717694,1
0.717695,1
0.717696,1
0.717697,1
0.717698,1
0.717699,1
0.7177,1
0.717701,1
0.717702,1
0.717703,1
0.717704,1
0.717705,1
0.717706,1
0.717707,1
0.717708,1
0.717709,1
0.71771,1
0.717711,1
0.717712,1
0.717713,1
0.717714,1
0.717715,1
0.717716,1
0.717717,1
0.717718,1
0.717719,1
0.71772,1
0.717721,1
0.717722,1
0.717723,1
0.717724,1
0.717725,1
0.717726,1
0.717727,1
0.717728,1
0.717729,1
0.71773,1
0.717731,1
0.717732,1
0.717733,1
0.717734,1
0.717735,1
0.717736,1
0.717737,1
0.717738,1
0.717739,1
0.71774,1
0.717741,1
0.717742,1
0.717743,1
0.717744,1
0.717745,1
0.717746,1
0.717747,1
0.717748,1
0.717749,1
0.71775,1
0.717751,1
0.717752,1
0.717753,1
0.717754,1
0.717755,1
0.717756,1
0.717757,1
0.717758,1
0.717759,1
0.71776,1
0.717761,1
0.717762,1
0.717763,1
0.717764,1
0.717765,1
0.717766,1
0.717767,1
0.717768,1
0.717769,1
0.71777,1
0.717771,1
0.717772,1
0.717773,1
0.717774,1
0.717775,1
0.717776,1
0.717777,1
0.717778,1
0.717779,1
0.71778,1
0.717781,1
0.717782,1
0.717783,1
0.717784,1
0.717785,1
0.717786,1
0.717787,1
0.717788,1
0.717789,1
0.71779,1
0.717791,1
0.717792,1
0.717793,1
0.717794,1
0.717795,1
0.717796,1
0.717797,1
0.717798,1
0.717799,1
0.7178,1
0.717801,1
0.717802,1
0.717803,1
0.717804,1
0.717805,1
0.717806,1
0.717807,1
0.717808,1
0.717809,1
0.71781,1
0.717811,1
0.717812,1
0.717813,1
0.717814,1
0.717815,1
0.717816,1
0.717817,1
0.717818,1
0.717819,1
0.71782,1
0.717821,1
0.717822,1
0.717823,1
0.717824,1
0.717825,1
0.717826,1
0.717827,1
0.717828,1
0.717829,1
0.71783,1
0.717831,1
0.717832,1
0.717833,1
0.717834,1
0.717835,1
0.717836,1
0.717837,1
0.717838,1
0.717839,1
0.71784,1
0.717841,1
0.717842,1
0.717843,1
0.717844,1
0.717845,1
0.717846,1
0.717847,1
0.717848,1
0.717849,1
0.71785,1
0.717851,1
0.717852,1
0.717853,1
0.717854,1
0.717855,1
0.717856,1
0.717857,1
0.717858,1
0.717859,1
0.71786,1
0.717861,1
0.717862,1
0.717863,1
0.717864,1
0.717865,1
0.717866,1
0.717867,1
0.717868,1
0.717869,1
0.71787,1
0.717871,1
0.717872,1
0.717873,1
0.717874,1
0.717875,1
0.717876,1
0.717877,1
0.717878,1
0.717879,1
0.71788,1
0.717881,1
0.717882,1
0.717883,1
0.717884,1
0.717885,1
0.717886,1
0.717887,1
0.717888,1
0.717889,1
0.71789,1
0.717891,1
0.717892,1
0.717893,1
0.717894,1
0.717895,1
0.717896,1
0.717897,1
0.717898,1
0.717899,1
0.7179,1
0.717901,1
0.717902,1
0.717903,1
0.717904,1
0.717905,1
0.717906,1
0.717907,1
0.717908,1
0.717909,1
0.71791,1
0.717911,1
0.717912,1
0.717913,1
0.717914,1
0.717915,1
0.717916,1
0.717917,1
0.717918,1
0.717919,1
0.71792,1
0.717921,1
0.717922,1
0.717923,1
0.717924,1
0.717925,1
0.717926,1
0.717927,1
0.717928,1
0.717929,1
0.71793,1
0.717931,1
0.717932,1
0.717933,1
0.717934,1
0.717935,1
0.717936,1
0.717937,1
0.717938,1
0.717939,1
0.71794,1
0.717941,1
0.717942,1
0.717943,1
0.717944,1
0.717945,1
0.717946,1
0.717947,1
0.717948,1
0.717949,1
0.71795,1
0.717951,1
0.717952,1
0.717953,1
0.717954,1
0.717955,1
0.717956,1
0.717957,1
0.717958,1
0.717959,1
0.71796,1
0.717961,1
0.717962,1
0.717963,1
0.717964,1
0.717965,1
0.717966,1
0.717967,1
0.717968,1
0.717969,1
0.71797,1
0.717971,1
0.717972,1
0.717973,1
0.717974,1
0.717975,1
0.717976,1
0.717977,1
0.717978,1
0.717979,1
0.71798,1
0.717981,1
0.717982,1
0.717983,1
0.717984,1
0.717985,1
0.717986,1
0.717987,1
0.717988,1
0.717989,1
0.71799,1
0.717991,1
0.717992,1
0.717993,1
0.717994,1
0.717995,1
0.717996,1
0.717997,1
0.717998,1
0.717999,1
0.718,1
0.718001,1
0.718002,1
0.718003,1
0.718004,1
0.718005,1
0.718006,1
0.718007,1
0.718008,1
0.718009,1
0.71801,1
0.718011,1
0.718012,1
0.718013,1
0.718014,1
0.718015,1
0.718016,1
0.718017,1
0.718018,1
0.718019,1
0.71802,1
0.718021,1
0.718022,1
0.718023,1
0.718024,1
0.718025,1
0.718026,1
0.718027,1
0.718028,1
0.718029,1
0.71803,1
0.718031,1
0.718032,1
0.718033,1
0.718034,1
0.718035,1
0.718036,1
0.718037,1
0.718038,1
0.718039,1
0.71804,1
0.718041,1
0.718042,1
0.718043,1
0.718044,1
0.718045,1
0.718046,1
0.718047,1
0.718048,1
0.718049,1
0.71805,1
0.718051,1
0.718052,1
0.718053,1
0.718054,1
0.718055,1
0.718056,1
0.718057,1
0.718058,1
0.718059,1
0.71806,1
0.718061,1
0.718062,1
0.718063,1
0.718064,1
0.718065,1
0.718066,1
0.718067,1
0.718068,1
0.718069,1
0.71807,1
0.718071,1
0.718072,1
0.718073,1
0.718074,1
0.718075,1
0.718076,1
0.718077,1
0.718078,1
0.718079,1
0.71808,1
0.718081,1
0.718082,1
0.718083,1
0.718084,1
0.718085,1
0.718086,1
0.718087,1
0.718088,1
0.718089,1
0.71809,1
0.718091,1
0.718092,1
0.718093,1
0.718094,1
0.718095,1
0.718096,1
0.718097,1
0.718098,1
0.718099,1
0.7181,1
0.718101,1
0.718102,1
0.718103,1
0.718104,1
0.718105,1
0.718106,1
0.718107,1
0.718108,1
0.718109,1
0.71811,1
0.718111,1
0.718112,1
0.718113,1
0.718114,1
0.718115,1
0.718116,1
0.718117,1
0.718118,1
0.718119,1
0.71812,1
0.718121,1
0.718122,1
0.718123,1
0.718124,1
0.718125,1
0.718126,1
0.718127,1
0.718128,1
0.718129,1
0.71813,1
0.718131,1
0.718132,1
0.718133,1
0.718134,1
0.718135,1
0.718136,1
0.718137,1
0.718138,1
0.718139,1
0.71814,1
0.718141,1
0.718142,1
0.718143,1
0.718144,1
0.718145,1
0.718146,1
0.718147,1
0.718148,1
0.718149,1
0.71815,1
0.718151,1
0.718152,1
0.718153,1
0.718154,1
0.718155,1
0.718156,1
0.718157,1
0.718158,1
0.718159,1
0.71816,1
0.718161,1
0.718162,1
0.718163,1
0.718164,1
0.718165,1
0.718166,1
0.718167,1
0.718168,1
0.718169,1
0.71817,1
0.718171,1
0.718172,1
0.718173,1
0.718174,1
0.718175,1
0.718176,1
0.718177,1
0.718178,1
0.718179,1
0.71818,1
0.718181,1
0.718182,1
0.718183,1
0.718184,1
0.718185,1
0.718186,1
0.718187,1
0.718188,1
0.718189,1
0.71819,1
0.718191,1
0.718192,1
0.718193,1
0.718194,1
0.718195,1
0.718196,1
0.718197,1
0.718198,1
0.718199,1
0.7182,1
0.718201,1
0.718202,1
0.718203,1
0.718204,1
0.718205,1
0.718206,1
0.718207,1
0.718208,1
0.718209,1
0.71821,1
0.718211,1
0.718212,1
0.718213,1
0.718214,1
0.718215,1
0.718216,1
0.718217,1
0.718218,1
0.718219,1
0.71822,1
0.718221,1
0.718222,1
0.718223,1
0.718224,1
0.718225,1
0.718226,1
0.718227,1
0.718228,1
0.718229,1
0.71823,1
0.718231,1
0.718232,1
0.718233,1
0.718234,1
0.718235,1
0.718236,1
0.718237,1
0.718238,1
0.718239,1
0.71824,1
0.718241,1
0.718242,1
0.718243,1
0.718244,1
0.718245,1
0.718246,1
0.718247,1
0.718248,1
0.718249,1
0.71825,1
0.718251,1
0.718252,1
0.718253,1
0.718254,1
0.718255,1
0.718256,1
0.718257,1
0.718258,1
0.718259,1
0.71826,1
0.718261,1
0.718262,1
0.718263,1
0.718264,1
0.718265,1
0.718266,1
0.718267,1
0.718268,1
0.718269,1
0.71827,1
0.718271,1
0.718272,1
0.718273,1
0.718274,1
0.718275,1
0.718276,1
0.718277,1
0.718278,1
0.718279,1
0.71828,1
0.718281,1
0.718282,1
0.718283,1
0.718284,1
0.718285,1
0.718286,1
0.718287,1
0.718288,1
0.718289,1
0.71829,1
0.718291,1
0.718292,1
0.718293,1
0.718294,1
0.718295,1
0.718296,1
0.718297,1
0.718298,1
0.718299,1
0.7183,1
0.718301,1
0.718302,1
0.718303,1
0.718304,1
0.718305,1
0.718306,1
0.718307,1
0.718308,1
0.718309,1
0.71831,1
0.718311,1
0.718312,1
0.718313,1
0.718314,1
0.718315,1
0.718316,1
0.718317,1
0.718318,1
0.718319,1
0.71832,1
0.718321,1
0.718322,1
0.718323,1
0.718324,1
0.718325,1
0.718326,1
0.718327,1
0.718328,1
0.718329,1
0.71833,1
0.718331,1
0.718332,1
0.718333,1
0.718334,1
0.718335,1
0.718336,1
0.718337,1
0.718338,1
0.718339,1
0.71834,1
0.718341,1
0.718342,1
0.718343,1
0.718344,1
0.718345,1
0.718346,1
0.718347,1
0.718348,1
0.718349,1
0.71835,1
0.718351,1
0.718352,1
0.718353,1
0.718354,1
0.718355,1
0.718356,1
0.718357,1
0.718358,1
0.718359,1
0.71836,1
0.718361,1
0.718362,1
0.718363,1
0.718364,1
0.718365,1
0.718366,1
0.718367,1
0.718368,1
0.718369,1
0.71837,1
0.718371,1
0.718372,1
0.718373,1
0.718374,1
0.718375,1
0.718376,1
0.718377,1
0.718378,1
0.718379,1
0.71838,1
0.718381,1
0.718382,1
0.718383,1
0.718384,1
0.718385,1
0.718386,1
0.718387,1
0.718388,1
0.718389,1
0.71839,1
0.718391,1
0.718392,1
0.718393,1
0.718394,1
0.718395,1
0.718396,1
0.718397,1
0.718398,1
0.718399,1
0.7184,1
0.718401,1
0.718402,1
0.718403,1
0.718404,1
0.718405,1
0.718406,1
0.718407,1
0.718408,1
0.718409,1
0.71841,1
0.718411,1
0.718412,1
0.718413,1
0.718414,1
0.718415,1
0.718416,1
0.718417,1
0.718418,1
0.718419,1
0.71842,1
0.718421,1
0.718422,1
0.718423,1
0.718424,1
0.718425,1
0.718426,1
0.718427,1
0.718428,1
0.718429,1
0.71843,1
0.718431,1
0.718432,1
0.718433,1
0.718434,1
0.718435,1
0.718436,1
0.718437,1
0.718438,1
0.718439,1
0.71844,1
0.718441,1
0.718442,1
0.718443,1
0.718444,1
0.718445,1
0.718446,1
0.718447,1
0.718448,1
0.718449,1
0.71845,1
0.718451,1
0.718452,1
0.718453,1
0.718454,1
0.718455,1
0.718456,1
0.718457,1
0.718458,1
0.718459,1
0.71846,1
0.718461,1
0.718462,1
0.718463,1
0.718464,1
0.718465,1
0.718466,1
0.718467,1
0.718468,1
0.718469,1
0.71847,1
0.718471,1
0.718472,1
0.718473,1
0.718474,1
0.718475,1
0.718476,1
0.718477,1
0.718478,1
0.718479,1
0.71848,1
0.718481,1
0.718482,1
0.718483,1
0.718484,1
0.718485,1
0.718486,1
0.718487,1
0.718488,1
0.718489,1
0.71849,1
0.718491,1
0.718492,1
0.718493,1
0.718494,1
0.718495,1
0.718496,1
0.718497,1
0.718498,1
0.718499,1
0.7185,1
0.718501,1
0.718502,1
0.718503,1
0.718504,1
0.718505,1
0.718506,1
0.718507,1
0.718508,1
0.718509,1
0.71851,1
0.718511,1
0.718512,1
0.718513,1
0.718514,1
0.718515,1
0.718516,1
0.718517,1
0.718518,1
0.718519,1
0.71852,1
0.718521,1
0.718522,1
0.718523,1
0.718524,1
0.718525,1
0.718526,1
0.718527,1
0.718528,1
0.718529,1
0.71853,1
0.718531,1
0.718532,1
0.718533,1
0.718534,1
0.718535,1
0.718536,1
0.718537,1
0.718538,1
0.718539,1
0.71854,1
0.718541,1
0.718542,1
0.718543,1
0.718544,1
0.718545,1
0.718546,1
0.718547,1
0.718548,1
0.718549,1
0.71855,1
0.718551,1
0.718552,1
0.718553,1
0.718554,1
0.718555,1
0.718556,1
0.718557,1
0.718558,1
0.718559,1
0.71856,1
0.718561,1
0.718562,1
0.718563,1
0.718564,1
0.718565,1
0.718566,1
0.718567,1
0.718568,1
0.718569,1
0.71857,1
0.718571,1
0.718572,1
0.718573,1
0.718574,1
0.718575,1
0.718576,1
0.718577,1
0.718578,1
0.718579,1
0.71858,1
0.718581,1
0.718582,1
0.718583,1
0.718584,1
0.718585,1
0.718586,1
0.718587,1
0.718588,1
0.718589,1
0.71859,1
0.718591,1
0.718592,1
0.718593,1
0.718594,1
0.718595,1
0.718596,1
0.718597,1
0.718598,1
0.718599,1
0.7186,1
0.718601,1
0.718602,1
0.718603,1
0.718604,1
0.718605,1
0.718606,1
0.718607,1
0.718608,1
0.718609,1
0.71861,1
0.718611,1
0.718612,1
0.718613,1
0.718614,1
0.718615,1
0.718616,1
0.718617,1
0.718618,1
0.718619,1
0.71862,1
0.718621,1
0.718622,1
0.718623,1
0.718624,1
0.718625,1
0.718626,1
0.718627,1
0.718628,1
0.718629,1
0.71863,1
0.718631,1
0.718632,1
0.718633,1
0.718634,1
0.718635,1
0.718636,1
0.718637,1
0.718638,1
0.718639,1
0.71864,1
0.718641,1
0.718642,1
0.718643,1
0.718644,1
0.718645,1
0.718646,1
0.718647,1
0.718648,1
0.718649,1
0.71865,1
0.718651,1
0.718652,1
0.718653,1
0.718654,1
0.718655,1
0.718656,1
0.718657,1
0.718658,1
0.718659,1
0.71866,1
0.718661,1
0.718662,1
0.718663,1
0.718664,1
0.718665,1
0.718666,1
0.718667,1
0.718668,1
0.718669,1
0.71867,1
0.718671,1
0.718672,1
0.718673,1
0.718674,1
0.718675,1
0.718676,1
0.718677,1
0.718678,1
0.718679,1
0.71868,1
0.718681,1
0.718682,1
0.718683,1
0.718684,1
0.718685,1
0.718686,1
0.718687,1
0.718688,1
0.718689,1
0.71869,1
0.718691,1
0.718692,1
0.718693,1
0.718694,1
0.718695,1
0.718696,1
0.718697,1
0.718698,1
0.718699,1
0.7187,1
0.718701,1
0.718702,1
0.718703,1
0.718704,1
0.718705,1
0.718706,1
0.718707,1
0.718708,1
0.718709,1
0.71871,1
0.718711,1
0.718712,1
0.718713,1
0.718714,1
0.718715,1
0.718716,1
0.718717,1
0.718718,1
0.718719,1
0.71872,1
0.718721,1
0.718722,1
0.718723,1
0.718724,1
0.718725,1
0.718726,1
0.718727,1
0.718728,1
0.718729,1
0.71873,1
0.718731,1
0.718732,1
0.718733,1
0.718734,1
0.718735,1
0.718736,1
0.718737,1
0.718738,1
0.718739,1
0.71874,1
0.718741,1
0.718742,1
0.718743,1
0.718744,1
0.718745,1
0.718746,1
0.718747,1
0.718748,1
0.718749,1
0.71875,1
0.718751,1
0.718752,1
0.718753,1
0.718754,1
0.718755,1
0.718756,1
0.718757,1
0.718758,1
0.718759,1
0.71876,1
0.718761,1
0.718762,1
0.718763,1
0.718764,1
0.718765,1
0.718766,1
0.718767,1
0.718768,1
0.718769,1
0.71877,1
0.718771,1
0.718772,1
0.718773,1
0.718774,1
0.718775,1
0.718776,1
0.718777,1
0.718778,1
0.718779,1
0.71878,1
0.718781,1
0.718782,1
0.718783,1
